Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
44750,2,750,3 out of 4,Super Area,Anna Nagar,India-@ Chennai,Unfurnished,"B,ac+helors/Family",3,Contact Owner,20000
44710,2,1000,,Super Area,Thalambur,*-9 Chennai,Semi-Furnished,/Ba>chelors/Family,2,,12000
44748,,950,1 out of 1,,Vettuvankeni,,Unfurnished,+Bachelor)s,2,Contact Owner,600000
44742,2,800,1 out of 2,Super Area,"Narayanapuram, Kovilambakkam",India-% Chennai,,Fa%mil^y,2,Contact Owner,11000
44712,,500,Ground out of 2,Carpet Area,Kodambakkam,>-9 Chennai,Unfurnished,Bachelors'%,1,Contact Agent,10000
,3,1500,Ground out of 14,Carpet Area,Porur,India-@ Chennai,Semi-Furnished,Bac)helors/Fam^ily,3,Contact Agent,30000
44747,1,550,2 out of 2,Super Area,,India-^ Chennai,Furnished,Bachelors/Fami|?ly,1,Contact Owner,8000
44718,1,400,Ground out of 2,Super Area,Nanmangalam,|-9 Chennai,Semi-Furnished,B_achelors/Family;,1.0 Bathrooms,Contact Owner,7000
44730,1,,2 out of 3,Carpet Area,"Luz, Mylapore",$-9 Chennai,Unfurnished,Bachelo\rs_,,,10000
,2,730,1 out of 2,Super Area,Ambattur,'-9 Chennai,Unfurnished,Bachelors/Fam*ily),1,Contact Owner,9300
44682,,1000,1 out of 2,Carpet Area,Kambar Nagar-Kolathur,>-9 Chennai,,F(amily+,2,Contact Owner,10500
44752,2,975,Ground out of 2,Carpet Area,Kovilambakkam,India-| Chennai,Semi-Furnished,Bache\lors&/Family,2,Contact Agent,16000
,2,1800,12 out of 19,Super Area,Old Mahabalipuram Road,_-9 Chennai,Semi-Furnished,Bache[l.ors/Family,2,Contact Owner,20000
44701,2,745,1 out of 2,Super Area,,India-_ Chennai,Semi-Furnished,Bachel@ors/Fam@ily,2,,9000
44748,2,,,Carpet Area,Medavakkam,$-9 Chennai,Semi-Furnished,,2,Contact Agent,18000
44683,2,600,Ground out of 1,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road","""-9 Chennai",Unfurnished,F>amil)y,2,Contact Owner,10000
44726,2,600,2 out of 2,Super Area,Saidapet,India-( Chennai,Unfurnished,}Bac]helors/Family,2,Contact Owner,16000
44715,1,450,3 out of 4,Carpet Area,Kodambakkam,India-& Chennai,,,1,Contact Owner,13500
44701,2,,,Super Area,Thoraipakkam,[-9 Chennai,Semi-Furnished,Bachelo?rs/Fa(mily,2,Contact Owner,16000
44733,2,833,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",India-% Chennai,Unfurnished,\Bach{elors/Family,2,Contact Owner,8500
,,1000,Ground out of 3,Super Area,Madipakkam,India-? Chennai,Semi-Furnished,B?ach;elors/Family,2,,15000
44739,2,840,,Carpet Area,rajakillpakkam,|-9 Chennai,Unfurnished,Bac<helors/>Family,,Contact Owner,8200
44748,,750,1 out of 5,Carpet Area,Velachery,India-# Chennai,Furnished,)Famil>y,,Contact Owner,20000
,2,950,2 out of 3,Super Area,,,,"@Ba,chelors/Family",2,Contact Owner,9000
44701,1,,Ground out of 1,,Anna Nagar,(-9 Chennai,Semi-Furnished,B'achelors/:Family,1,Contact Owner,13500
44686,3,1125,2 out of 3,Super Area,"Purasawalkam, PH Road",",-9 Chennai",,Ba.ch+elors/Family,2,Contact Owner,26000
44730,2,700,1 out of 3,,Tiruvottiyur,India-= Chennai,Unfurnished,,2,Contact Owner,11000
44734,2,1100,1 out of 2,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",$-9 Chennai,Semi-Furnished,Bachelors/Fa(mil\y,2,Contact Owner,18000
44714,,700,,Super Area,"Kubera Nagar, Madipakkam",&-9 Chennai,Unfurnished,Bachelor{s/Fam/ily,2,Contact Owner,10000
44698,3,1250,2 out of 4,Carpet Area,T Nagar,India-\ Chennai,Semi-Furnished,|Bachelors{,,,40000
44718,2,1100,Ground out of 3,,Vadapalani,)-9 Chennai,Unfurnished,Ba!chelors/Famil'y,2,Contact Owner,24000
44698,1,475,,Carpet Area,,_-9 Chennai,Semi-Furnished,Bachelors/?_Family,1,Contact Agent,18000
44729,,,2 out of 3,,Jyothi Nagar-Ekkatuthangal,,Semi-Furnished,B&ach_elors/Family,1,Contact Owner,11000
,,1050,11 out of 12,Carpet Area,Vadapalani,India-- Chennai,Semi-Furnished,,2,Contact Agent,23000
44699,2,830,,Super Area,Sembakkam,^-9 Chennai,Semi-Furnished,",Family'",,Contact Owner,11000
44732,2,809,,Super Area,"Chromepet, GST Road",_-9 Chennai,Unfurnished,Ba#chelors/Fami{ly,2,Contact Owner,8000
44748,2,900,Ground out of 3,Super Area,"Kattupakkam, PH Road",,Semi-Furnished,,2,Contact Owner,15000
44748,1,700,,Super Area,"Santhosapuram, Medavakkam",India-\ Chennai,Semi-Furnished,B;ac+helors/Family,1,Contact Owner,9500
44697,2,1150,1 out of 2,Super Area,,India-# Chennai,Semi-Furnished,Ba\c&helors,2,Contact Owner,13500
44710,,,Ground out of 2,Super Area,,India-/ Chennai,Semi-Furnished,Bachelors/F$a:mily,1,Contact Owner,11000
,2,920,,,"Ullagaram, Pallavaram-Thuraipakkam Road",India-! Chennai,Semi-Furnished,Bachelors/F#a)mily,,Contact Owner,13000
44700,2,1050,9 out of 12,Carpet Area,Vadapalani,_-9 Chennai,,Famil!y:,2,Contact Agent,25000
44726,2,,2 out of 3,Super Area,Madambakkam,India-_ Chennai,,:Bach/elors/Family,2,Contact Owner,12000
44718,2,1000,1 out of 2,Carpet Area,"Adyar, Sardar Patel Road",India-. Chennai,Semi-Furnished,Bac^h+elors,2,Contact Agent,25000
44691,3,1062,1 out of 3,,Siruseri,!-9 Chennai,Semi-Furnished,Bachelo/rs/Fa%mily,,Contact Owner,8500
44722,2,800,Ground out of 1,Super Area,Ambattur,India-; Chennai,Unfurnished,"Ba,chelors/Fa\mily",2,Contact Owner,8500
44722,1.0 room,450,,Super Area,,India-- Chennai,Unfurnished,",Bac|helors/Family",1,Contact Owner,5000
44710,2,900,Ground out of 1,,"Perungalathur, Chennai Bypass Road",_-9 Chennai,Unfurnished,Bach>elors/F{amily,,Contact Owner,8500
44726,4,2240,,Carpet Area,Anna Nagar,|-9 Chennai,Furnished,Bachelors_/Family/,4,Contact Agent,100000
44706,1,500,Ground out of 2,Super Area,,+-9 Chennai,Unfurnished,/Bachelor*s/Family,1,Contact Owner,7500
44740,1,750,1 out of 1,Super Area,Pammal,"India-, Chennai",Unfurnished,Bachelors/Famil:y<,1,Contact Agent,7000
44748,3,1400,11 out of 15,Super Area,"Chromepet, GST Road","""-9 Chennai",Semi-Furnished,Bache=lors/Famil|y,3,Contact Owner,26000
44726,2,1200,2 out of 2,Carpet Area,CBI Colony,India-= Chennai,Semi-Furnished,Bachel\or{s,2,,12000
44711,,1424,2 out of 2,Super Area,kumari neo town,",-9 Chennai",,Bachelo[rs/Famil[y,2,Contact Owner,18000
44703,1,,1 out of 4,,Arasankalani,,Unfurnished,Bachelor{s|,1,,13000
44710,3,2700,8 out of 10,Super Area,T Nagar,,Furnished,Bac?he+lors,2,Contact Agent,160000
44734,2,805,1 out of 2,Super Area,"Urapakkam, Vandalur R.F, GST Road",@-9 Chennai,Unfurnished,Bachelors/Fa&|mily,2,Contact Owner,8000
44727,1,,Ground out of 3,Super Area,Thirumazhisai,India-' Chennai,Unfurnished,Bachelor)s)/Family,1,Contact Owner,6000
44706,2,1000,1 out of 2,Super Area,Perambur,,Semi-Furnished,Bachelor.s/Famil:y,2,,12500
44711,1,,1 out of 1,,,",-9 Chennai",Semi-Furnished,"Bachelo>,rs/Family",1,Contact Owner,6500
44710,2,685,,Super Area,Kolathur,[-9 Chennai,,"B,achelors/|Family",2,Contact Owner,10000
44741,2,1075,1 out of 2,Super Area,,India-\ Chennai,Semi-Furnished,B=achelors/'Family,2,Contact Owner,12500
44744,,1100,4 out of 4,Carpet Area,,,Semi-Furnished,(Bac(helors,3.0 Bathrooms,Contact Agent,22000
44687,2,950,1 out of 2,Carpet Area,Madipakkam,,Unfurnished,.Fam!ily,2,Contact Owner,17000
44749,3,1500.0Square Feet,19 out of 31,Super Area,Semmenchery,",-9 Chennai",,B=achelor+s,3,Contact Owner,20000
,3,1100,,Super Area,Porur,India-^ Chennai,Semi-Furnished,Bachelors;/-Family,,Contact Owner,22000
44735,,,2 out of 2,Carpet Area,"Valasaravakkam, Arcot Road",,Semi-Furnished,B[ac^helors,2,Contact Owner,11500
44682,3,,1 out of 3,Carpet Area,Keelkatalai,;-9 Chennai,Unfurnished,B-achelor-s,3,Contact Owner,23000
44701,2,800,2 out of 4,,Mambalam West,India-/ Chennai,Semi-Furnished,[Bachelors/}Family,2,Contact Owner,19000
44701,3,1500,,Super Area,CIT Nagar,$-9 Chennai,Semi-Furnished,Bach]elor's/Family,2,Contact Owner,45000
44737,,1250,,Super Area,Madipakkam,;-9 Chennai,Semi-Furnished,Bachelors/Fa!m\ily,2,Contact Owner,17000
44682,2,650,1 out of 2,Carpet Area,Pallikaranai,#-9 Chennai,Unfurnished,Bac&h\elors/Family,2,Contact Owner,9500
44741,,1650,,Super Area,"Valasaravakkam, Arcot Road",India-% Chennai,Unfurnished,,3,Contact Agent,45000
44750,,2317,10 out of 12,Super Area,Sholinganallur,India-= Chennai,,B'achelors/F=amily,4,Contact Agent,60000
44715,,,1 out of 2,Super Area,"Radha Nagar, Chrompet",@-9 Chennai,,Fa-mil!y,2,Contact Owner,12000
44726,3,1700,,Super Area,KK Nagar,\-9 Chennai,Furnished,Bachelors/Fam*il{y,3,,40000
44751,3,,,Super Area,Porur,,Furnished,,2,Contact Owner,16000
,2,,1 out of 2,Super Area,,India-) Chennai,Semi-Furnished,Bachelors/Fami#l+y,2,Contact Owner,9000
44750,2,1109,3 out of 3,Super Area,"Adyar, Thiruvanmiyur, Chennai",\-9 Chennai,Semi-Furnished,>Bachelo'rs/Family,2,Contact Owner,35000
44748,1,,,Super Area,,India-{ Chennai,Unfurnished,Bachelo@rs>,1,Contact Owner,4000
44748,2,700,1 out of 3,Super Area,Tharamani,"India-, Chennai",Unfurnished,(Bachelors/Family),1.0 Bathrooms,Contact Owner,11000
44737,2,950,Ground out of 2,Super Area,"Manali, Manali High Road",+-9 Chennai,Semi-Furnished,Bachelors/#Family;,2,Contact Owner,9500
44728,3,1290,4 out of 4,Super Area,Poonamalle,India-: Chennai,Unfurnished,Bac@h*elors/Family,3,Contact Owner,25000
44702,2,950,Ground out of 2,Super Area,S.Kolathur,(-9 Chennai,,Bachel+>ors/Family,2,Contact Owner,10000
44693,1,400,,Super Area,,]-9 Chennai,Furnished,Ba.chelors/&Family,1,Contact Owner,12000
44734,2,,7 out of 10,Super Area,Guduvancheri,--9 Chennai,Furnished,Bachelors/Fami-ly\,2,Contact Owner,19397
44747,2,939,3 out of 4,Super Area,New Perungalathur,India-' Chennai,Semi-Furnished,Bachelors/Fami/)ly,2,Contact Owner,12000
,3,1200,1 out of 3,,Kovur,'-9 Chennai,Unfurnished,"Bache,lors/Famil>y",,Contact Owner,10000
44692,2,1800,1 out of 1,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",^-9 Chennai,Semi-Furnished,Bachelor_s/Family^,2,,20000
44752,3,,2 out of 5,Carpet Area,Madambakkam,#-9 Chennai,Unfurnished,*Bachelors/Fam)ily,2,,15000
44701,2,1200,1 out of 3,,Kodambakkam,India-% Chennai,Semi-Furnished,F<$amily,2,Contact Owner,28000
44724,,1750,1 out of 1,Super Area,Kuthanur,*-9 Chennai,Unfurnished,,3,Contact Owner,10000
44751,,300,Ground out of 2,,Mogappair West,India-) Chennai,Unfurnished,Bac'helors/Famil;y,1,,3500
,1,650,1 out of 3,Carpet Area,Sholinganallur,&-9 Chennai,Unfurnished,Bachel=o_rs,1,Contact Owner,8000
44706,,950,Ground out of 3,Super Area,,India-& Chennai,,B\a?chelors/Family,2,Contact Owner,13500
44700,3,1610,,Super Area,Vadapalani,India-# Chennai,,Fami<l;y,3,Contact Agent,36000
44726,2,900,1 out of 2,,Kodungaiyur East,India-= Chennai,Unfurnished,Bach|elors/F*amily,2,Contact Owner,15000
,1,550,1 out of 1,Carpet Area,"Tambaram, GST Road",India-! Chennai,Unfurnished,*Bachelo}rs/Family,1,Contact Owner,5000
44706,,700,,Super Area,Nanmangalam,.-9 Chennai,Unfurnished,B/achelors/F]amily,2,Contact Owner,10000
44748,2,800,2 out of 3,Super Area,Madipakkam,India-- Chennai,Unfurnished,"Bachelo{rs/F""amily",2,Contact Owner,10000
,2,580,3 out of 5,Super Area,Sholinganallur,India-> Chennai,Semi-Furnished,Bachelo=r<s/Family,2,Contact Owner,8500
44738,2,950,,Super Area,,",-9 Chennai",,,2,Contact Owner,11000
44706,1,700,1 out of 1,Carpet Area,"Nemilichery, Chromepet",,Unfurnished,B&achelors@/Family,1,Contact Owner,8000
44706,2.0 room,600,Ground out of 3,Super Area,"Bharathidasan Colony, KK Nagar",India-: Chennai,Semi-Furnished,Bac:h+elors/Family,1,Contact Owner,12000
44706,1,,Ground out of 3,Super Area,Mambalam West,,Semi-Furnished,"Bachel/ors/Fa""mily",1,Contact Owner,5000
44698,,,Ground out of 3,Super Area,,India-_ Chennai,Semi-Furnished,"Bac&helo""rs/Family",,Contact Owner,7000
,2,550,Ground out of 3,,Mylapore,India-\ Chennai,,Bachel(ors+/Family,,Contact Owner,15000
44737,1,600,4 out of 5,Super Area,Mugalivakkam,India-+ Chennai,Unfurnished,Bachelor+s/F<amily,1,Contact Owner,10000
44700,3,1680,1 out of 16,,Vadapalani,,Semi-Furnished,F}amil=y,3,Contact Agent,37500
,,1100,1 out of 1,Carpet Area,Kayarambedu,India-. Chennai,,,2,Contact Owner,7000
44714,,600,Ground out of 2,Super Area,"Chromepet, GST Road",>-9 Chennai,Unfurnished,Bachelors/Fam'ily?,1,Contact Owner,6500
44706,2,820,Ground out of 2,Carpet Area,Purasaiwakkam,]-9 Chennai,,,2,Contact Owner,16000
44700,3,1125,8 out of 12,Carpet Area,Vadapalani,^-9 Chennai,Semi-Furnished,Fa+mi%ly,3,Contact Agent,34000
44750,2,,4 out of 4,Carpet Area,Padapai,India-^ Chennai,Semi-Furnished,Fam!ily#,2,Contact Owner,11500
44730,2,780,1 out of 2,,"Guindy Race Course, Guindy",India-{ Chennai,Furnished,,1,Contact Owner,15000
44725,,,Ground out of 1,,Mannivakkam,,,,1,Contact Owner,8000
44752,4,4000,1 out of 2,Super Area,"Poes Garden, Teynampet",India-$ Chennai,Semi-Furnished,,4,Contact Agent,220000
44698,2,1000,2 out of 4,,T Nagar,!-9 Chennai,Semi-Furnished,B\achelors|/Family,,Contact Agent,22000
44698,3,,Ground out of 1,Carpet Area,T Nagar,India-# Chennai,Semi-Furnished,Bache{lor%s/Family,3,Contact Agent,85000
44730,1,350,Ground out of 2,Super Area,Maduravoyal,&-9 Chennai,Semi-Furnished,Bach}elors/%Family,,Contact Owner,6000
44684,,800,2 out of 2,Carpet Area,Choolaimedu High Road,India-: Chennai,Semi-Furnished,Bac}hel-ors,2,Contact Owner,14000
44682,2,,Ground out of 2,,"Paddy field street,Perambur",India-( Chennai,Unfurnished,"Bachelo'r,s/Family",2,Contact Owner,11500
44748,1,550,Ground out of 2,Super Area,"Vimalapuram, Manali",,Unfurnished,,1,Contact Owner,6000
44748,,2100,Ground out of 2,Super Area,Nanmangalam,%-9 Chennai,,Bachel?ors/F[amily,4,Contact Owner,24000
,,,2 out of 2,Super Area,Perumbakkam,India-_ Chennai,Semi-Furnished,Bachel/ors/Fa]mily,3,Contact Owner,32000
44698,,1420,Ground out of 1,Carpet Area,"Rajakipakkam, Sembakkam","India-, Chennai",Semi-Furnished,%Bachelors/Fa$mily,2,,16000
44750,2,950,,Carpet Area,Duraisamy Nagar,India-- Chennai,Semi-Furnished,Bachelors/Famil}y*,2,Contact Owner,13000
44748,2,,2 out of 2,Super Area,Pallikaranai,]-9 Chennai,Semi-Furnished,Bachel;+ors/Family,,Contact Owner,14000
,1,800,1 out of 2,Carpet Area,Jalladian Pet,:-9 Chennai,Unfurnished,Bach;elor*s,1,Contact Owner,7500
44706,2,500,2 out of 4,Super Area,,[-9 Chennai,Semi-Furnished,Bach&elors/Fa<mily,1,Contact Owner,10000
44710,,1000,25 out of 32,Super Area,Semmancheri,?-9 Chennai,Semi-Furnished,Bachelors%/Famil'y,2,Contact Owner,18500
44752,2,750,2 out of 2,Super Area,Royapettah,@-9 Chennai,Unfurnished,B\achelo*rs/Family,,Contact Owner,12000
44734,2,1200,2 out of 2,Carpet Area,Cmbt,--9 Chennai,Unfurnished,Bachel|ors/\Family,2,Contact Owner,17000
44700,,1152,10 out of 14,Carpet Area,Vadapalani,{-9 Chennai,Semi-Furnished,"F,am+ily",3,Contact Agent,35000
,,,2 out of 3,Super Area,Kovur,,Semi-Furnished,\Bachelors/Fa)mily,2,Contact Owner,9000
44748,2,900,1 out of 3,Super Area,Semmancheri,India-< Chennai,Unfurnished,Bac_helors/Family>,2,Contact Owner,13000
,2,,2 out of 4,,Nandambakkam,--9 Chennai,Semi-Furnished,B-achelors/Fam!ily,2,Contact Agent,27999
44694,,650,,Super Area,Kodambakkam,$-9 Chennai,Unfurnished,"B,achelors/Famil#y",2,Contact Owner,11000
44748,4,2600,2 out of 2,Carpet Area,Ranjith Road,India-' Chennai,Semi-Furnished,B=/achelors/Family,4,,140000
44679,1,700,Ground out of 2,Super Area,Indra Nagar,",-9 Chennai",Unfurnished,,1,Contact Owner,12000
44734,,720,1 out of 2,Carpet Area,"Sakthi Nagar, Adambakkam",,Unfurnished,"Fa-mil""y",2,Contact Owner,13000
44748,4,3500,1 out of 4,Carpet Area,"Poes Garden, Teynampet",India-? Chennai,Semi-Furnished,B[achelors/Famil>y,4,Contact Agent,250000
44747,4,3000,1 out of 2,Carpet Area,"Egmore, PH Road",%-9 Chennai,Unfurnished,$Bache[lors,4,Contact Agent,80000
44752,2,1144,1 out of 1,,,#-9 Chennai,Semi-Furnished,Bachel)ors/:Family,2,Contact Agent,22999
44731,3,1750,1 out of 4,Carpet Area,Anna Nagar,India-$ Chennai,Unfurnished,B!achel^ors,,Contact Agent,36000
44706,3,1450,,Super Area,Madipakkam,,Unfurnished,B@achelors/Famil(y,,Contact Owner,70000
44730,2,,1 out of 2,Super Area,Choolaimedu,{-9 Chennai,Unfurnished,Bachelor's/Fam>ily,1,Contact Owner,12500
44682,2,,2 out of 2,,Anna Nagar West Extension,=-9 Chennai,,,2,Contact Owner,18000
44706,2,800,1 out of 2,Super Area,Ramapuram,*-9 Chennai,Semi-Furnished,"Bachelors/Fa=m,ily",1,Contact Owner,10000
44734,2,1000,1 out of 3,Super Area,Sholinganallur,_-9 Chennai,Semi-Furnished,Bachel.$ors/Family,2,Contact Owner,18000
44700,3,1650,2 out of 14,Super Area,Vadapalani,(-9 Chennai,Semi-Furnished,=Family),3,Contact Agent,37000
44682,2,700,Ground out of 1,Carpet Area,Thiruvanmiyur,/-9 Chennai,Semi-Furnished,Bac?helors/Family&,2,Contact Owner,18000
,3,1280,1 out of 1,Super Area,,India-] Chennai,,Bachelor@s/F$amily,2,Contact Owner,25000
44723,,700,,Super Area,"Zamin Pallavaram, Pallavaram",India-= Chennai,Unfurnished,Ba-chelors/F+amily,,Contact Owner,10000
,2,980,1 out of 4,Super Area,Purasaiwakkam,India-! Chennai,Unfurnished,Ba^chelors]/Family,2,Contact Owner,15000
,2,,2 out of 2,Carpet Area,Ramapuram,,Semi-Furnished,Bachelors/@Fami&ly,2,Contact Owner,15000
44748,1,,,,Virugambakkam,>-9 Chennai,Unfurnished,?Famil?y,1,,9000
,2,,,Super Area,Porur,!-9 Chennai,Unfurnished,Bache!l.ors/Family,2,Contact Owner,14000
44748,2,650,1 out of 2,Super Area,Jalladian Pet,$-9 Chennai,Semi-Furnished,Bache+lors/F$amily,2,Contact Owner,8500
44700,3,1903,6 out of 11,,Old Mahabalipuram Road,India-@ Chennai,Semi-Furnished,Bachelor+s/Fami/ly,3,Contact Owner,35000
44741,2,650,2 out of 3,Super Area,Arcot Road Virugambakkam,India-@ Chennai,Semi-Furnished,Bach:elors/'Family,1,Contact Owner,10000
44711,1,,,,Housing Board,.-9 Chennai,,Bachelor+s/)Family,1,,5000
44722,2,900,3 out of 5,,,,Unfurnished,Bac^h{elors,2,Contact Owner,23000
,2,550,2 out of 3,Super Area,Ashok Nagar,India-_ Chennai,Unfurnished,"Famil(,y",1,Contact Owner,15000
44726,2,750,Ground out of 3,Super Area,"Adyar, Sardar Patel Road",%-9 Chennai,Semi-Furnished,Bachelor#s/Fami/ly,2,Contact Owner,18500
44698,2,1000,2 out of 4,Super Area,,India-# Chennai,,Bach=elor%s/Family,2,Contact Owner,28000
44700,3,1050,4 out of 12,Carpet Area,Vadapalani,"""-9 Chennai",Semi-Furnished,Famil*y},,,32000
44682,1,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",[-9 Chennai,Furnished,Fa(mi'ly,2,Contact Owner,14000
,1,400,,Super Area,Injambakkam,India-< Chennai,Semi-Furnished,*Bachelo}rs/Family,1,Contact Owner,7000
44700,3,1075,7 out of 12,Carpet Area,,India-) Chennai,,F{a]mily,3,Contact Agent,33000
44708,3,,3 out of 14,Carpet Area,Alwarpet,,Semi-Furnished,Ba*chelors],3,Contact Agent,100000
44710,2,720,4 out of 5,Super Area,Kasturibai Nagar,,Semi-Furnished,Bachelo_rs/Family!,2,Contact Owner,18000
44728,3,1000,1 out of 3,Carpet Area,Ponniammanmedu,\-9 Chennai,Unfurnished,B%achel|ors,2,Contact Owner,16000
44683,1,,Ground out of 2,Super Area,Ayanavaram,]-9 Chennai,Unfurnished,,1,Contact Owner,8500
44737,2,900,Ground out of 3,,Nandivaram-Guduvancheri,India-% Chennai,Furnished,"Bachelo[rs/""Family",2,Contact Owner,10000
44696,,,5 out of 7,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",)-9 Chennai,Semi-Furnished,Bachelors&/F_amily,2,Contact Owner,13500
44748,2,900,1 out of 3,,Kodambakkam,India-< Chennai,Semi-Furnished,Bac*h-elors/Family,2,Contact Owner,19000
44748,1,,1 out of 2,Super Area,,'-9 Chennai,Unfurnished,Bach}elors+/Family,2,Contact Owner,11500
44748,3,1300,,Super Area,Jawahar Nagar,\-9 Chennai,Semi-Furnished,",Fam_ily",3,Contact Owner,22000
44708,3,1383,2 out of 4,Super Area,"Perungalathur, Chennai Bypass Road",?-9 Chennai,Semi-Furnished,Bachelo([rs,3,Contact Owner,12000
44716,2,800,Ground out of 1,,Guduvancheri,India-& Chennai,Semi-Furnished,Bach<elo+rs,2,Contact Owner,10000
44682,2,1500,1 out of 1,Carpet Area,Madambakkam,"""-9 Chennai",Unfurnished,Bac<h%elors,,Contact Owner,15000
44733,,1350,,Carpet Area,Anna Nagar West Extension,,Semi-Furnished,Bac<helo<rs,2,Contact Agent,35000
44718,3,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",India-[ Chennai,Semi-Furnished,Bach:e^lors,,Contact Agent,70000
44733,3,1200,Ground out of 4,Carpet Area,Anna Nagar West Extension,^-9 Chennai,,".""Bachelors",2,Contact Agent,32000
44726,3,1912,1 out of 4,Carpet Area,Alwarthirunagar,India-# Chennai,,B-$achelors,3,,35000
,,500,1 out of 2,Carpet Area,Old Washermanpet,_-9 Chennai,Unfurnished,Ba\che%lors,1,Contact Owner,10000
44717,2,950,1 out of 1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",!-9 Chennai,Unfurnished,"Bache{l,ors",2,,11000
44698,,1000,1 out of 1,Carpet Area,Kolathur,!-9 Chennai,Unfurnished,Bac%helo-rs,,Contact Owner,12000
44687,,,11 out of 16,,Prestige Bellavista,@-9 Chennai,,+Bac}helors,3,Contact Owner,40000
44697,2,900,Ground out of 2,Super Area,Sithalapakkam,?-9 Chennai,Unfurnished,Bach]elors/*Family,2,Contact Owner,8000
44697,3,1265,1 out of 3,Super Area,Adambakkam,India-] Chennai,Semi-Furnished,Bachelors)/Fami|ly,,Contact Owner,20000
44705,3,,3 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",,Semi-Furnished,Bachelors/Fa^mily#,2,Contact Owner,12000
44697,2,1050,,Super Area,Medavakkam,India-! Chennai,,Bachel>]ors/Family,2,,15000
44722,3,1500,2 out of 4,,Perungudi,India-( Chennai,Unfurnished,<Bachelo|rs,3,Contact Agent,27000
44693,2,890,1 out of 2,Carpet Area,Oliyas Green court,India-? Chennai,Unfurnished,Bachel'ors=,2,Contact Owner,13000
44691,2,700,,Carpet Area,,India-+ Chennai,Unfurnished,"Bachelors/Fami-l,y",3,Contact Owner,9000
44744,3,1146,1 out of 2,,,*-9 Chennai,Semi-Furnished,Bachelor[s/-Family,2,Contact Owner,25000
44701,,700,1 out of 2,Super Area,Thiruvanmiyur,India-. Chennai,Semi-Furnished,Bachel*ors/Famil<y,1,Contact Owner,12000
,2,800,Ground out of 2,Carpet Area,Anna Nagar East,=-9 Chennai,Semi-Furnished,(}Bachelors,2,Contact Agent,18000
44747,,640,Ground out of 1,,Mogappair West,India-{ Chennai,Unfurnished,B.achelors/_Family,2,Contact Owner,9500
44716,2,909,5 out of 14,Super Area,Mahindra World City,\-9 Chennai,Semi-Furnished,Ba<chelors/Fa[mily,2,Contact Owner,14000
,,2400,Ground out of 2,Carpet Area,"Palavakkam, E Coast Road",@-9 Chennai,Unfurnished,Ba*chel&ors,3,Contact Agent,40000
44737,4,3800,,Carpet Area,Injambakkam,,Semi-Furnished,Bachelors/Fam}ily.,4,Contact Agent,70000
44697,2,400,1 out of 3,Super Area,Periyamet,--9 Chennai,Unfurnished,\Bachelors/'Family,2,Contact Owner,15000
44687,2,,2 out of 3,Super Area,Pallavan Nagar-Thiruverkadu,India-_ Chennai,Unfurnished,;Fam:ily,2,Contact Owner,8500
44706,3,1570.0Square Feet,,Super Area,Sholinganallur,,Semi-Furnished,Bachelors/Fa/m:ily,3,Contact Owner,27500
44701,2,900,1 out of 2,Super Area,Kolathur,$-9 Chennai,Unfurnished,"Bach""el#ors/Family",2,Contact Owner,15000
44697,1,400,Ground out of 2,Super Area,Medavakkam,?-9 Chennai,Unfurnished,Bachelors/Fam@ily},1,Contact Owner,5000
44697,2,1600,Ground out of 2,,Madipakkam,&-9 Chennai,,"Bachelors)/Famil,y",2,Contact Owner,26000
,2,1000,2 out of 3,,"Chromepet, GST Road",>-9 Chennai,Unfurnished,,,,14000
,2.0 room,,Ground out of 4,Super Area,Velachery,&-9 Chennai,Semi-Furnished,Bache*lors/F_amily,2,Contact Owner,20000
44718,2,750.0Square Feet,Ground out of 3,Super Area,Andal Nagar,$-9 Chennai,Unfurnished,,2,Contact Owner,12000
,2,750,,,Kamarajar Salai,India-) Chennai,Unfurnished,,2,,17000
44726,3,2000,3 out of 4,Carpet Area,Deepa Appartment Turnbulls,India-} Chennai,Semi-Furnished,Bac(helors'/Family,3,Contact Owner,75000
44701,3,1270,,Super Area,,India-_ Chennai,Semi-Furnished,Bach)e{lors,2,,19500
44740,2,2000.0Square Feet,,Carpet Area,Sadhanadhapuram,India-( Chennai,Semi-Furnished,"Bachelo#rs/Fami""ly",2,Contact Owner,10000
44744,2,1250,3 out of 7,Super Area,Nungambakkam,India-@ Chennai,Furnished,:Bachelors/Fa)mily,2,Contact Owner,32000
44697,2,1000,Ground out of 2,Super Area,Velachery,,,Famil\y<,2,Contact Owner,15000
44752,,,5 out of 10,Carpet Area,Pallavaram,India-\ Chennai,,?Bachelors/Fami:ly,3,Contact Agent,28000
